MEDIUM	excessive-permissions	[`.github/workflows/deploy.yml`](https://github.com/cognoco/eduagent-build//blob/main/.github/workflows/deploy.yml#L37-L40) (lines 37, 38, 39, 40)	issues: write granted at workflow scope leaks to every deploy job that does not need it
MEDIUM	expensive-api-abuse	[`apps/api/src/routes/assessments.ts`](https://github.com/cognoco/eduagent-build//blob/main/apps/api/src/routes/assessments.ts#L370-L407) (lines 370, 371, 395, 396, 407)	Unmetered LLM endpoint: POST /sessions/:sessionId/quick-check has no quota decrement or rate limit
MEDIUM	expensive-api-abuse	[`apps/api/src/services/assessments.ts`](https://github.com/cognoco/eduagent-build//blob/main/apps/api/src/services/assessments.ts#L425-L446) (lines 425, 446)	Unmetered LLM endpoint: quick-check answer evaluation bypasses quota enforcement
MEDIUM	expensive-api-abuse	[`apps/api/src/services/homework-summary.ts`](https://github.com/cognoco/eduagent-build//blob/main/apps/api/src/services/homework-summary.ts#L176-L222) (lines 176, 197, 209, 210, 211, 217, 222)	Homework summary LLM call can run without quota
MEDIUM	llm-prompt-injection	[`.github/workflows/claude-code-review.yml`](https://github.com/cognoco/eduagent-build//blob/main/.github/workflows/claude-code-review.yml#L34-L213) (lines 34, 39, 40, 41, 191, 203, 213)	PR title/author/base interpolated into the wired-in inline prompt without the untrusted-data framing used by the (unused) composite action
MEDIUM	oidc-misuse	[`.github/workflows/claude-code-review.yml`](https://github.com/cognoco/eduagent-build//blob/main/.github/workflows/claude-code-review.yml#L31) (lines 31)	id-token: write declared on the review job with no OIDC exchange step
MEDIUM	oidc-misuse	[`.github/workflows/claude.yml`](https://github.com/cognoco/eduagent-build//blob/main/.github/workflows/claude.yml#L30) (lines 30)	id-token: write granted to the agent job but no OIDC exchange is performed
MEDIUM	other-age-gate-bypass	[`apps/mobile/src/app/create-profile.tsx`](https://github.com/cognoco/eduagent-build//blob/main/apps/mobile/src/app/create-profile.tsx#L157-L163) (lines 157, 163)	Minimum-age enforcement uses birth year instead of full birth date
MEDIUM	other-audit-bypass	[`apps/api/src/services/llm/stream-envelope.ts`](https://github.com/cognoco/eduagent-build//blob/main/apps/api/src/services/llm/stream-envelope.ts#L17-L318) (lines 17, 227, 242, 299, 318)	Streaming extractor can show a different reply than the one parsed and persisted
MEDIUM	other-ci-gate-bypass	[`.github/workflows/claude-code-review.yml`](https://github.com/cognoco/eduagent-build//blob/main/.github/workflows/claude-code-review.yml#L235-L288) (lines 235, 240, 241, 242, 243, 252, 253, 278, 283, 288)	Review gate parses an unauthenticated PR comment as the source of truth — verdict is forgeable
MEDIUM	other-content-safety-fallback	[`apps/api/src/services/llm/providers/gemini.ts`](https://github.com/cognoco/eduagent-build//blob/main/apps/api/src/services/llm/providers/gemini.ts#L175-L301) (lines 175, 182, 197, 296, 301)	Only 'SAFETY' block reason is treated as a safety filter; other Gemini block reasons trigger cross-provider failover
MEDIUM	other-cross-account-entitlement-race	[`apps/mobile/src/hooks/use-revenuecat.ts`](https://github.com/cognoco/eduagent-build//blob/main/apps/mobile/src/hooks/use-revenuecat.ts#L70-L164) (lines 70, 72, 162, 163, 164)	RevenueCat identity-sync race can cache another account's entitlement snapshot under the new user's key
MEDIUM	other-cross-profile-disclosure	[`apps/api/src/services/billing/top-up.ts`](https://github.com/cognoco/eduagent-build//blob/main/apps/api/src/services/billing/top-up.ts#L65-L71) (lines 65, 70, 71)	Owner's top-up credit balance leaked to a child profile in quota-exceeded responses
MEDIUM	other-envelope-projection-bypass	[`apps/api/src/services/llm/project-response.ts`](https://github.com/cognoco/eduagent-build//blob/main/apps/api/src/services/llm/project-response.ts#L80-L98) (lines 80, 92, 98)	Read projector leaks raw LLM envelope (private_sources / signals) when reply is empty or non-string
MEDIUM	other-info-disclosure	[`apps/mobile/src/lib/strip-envelope.ts`](https://github.com/cognoco/eduagent-build//blob/main/apps/mobile/src/lib/strip-envelope.ts#L35-L134) (lines 35, 36, 37, 38, 39, 40, 41, 116, 128, 129, 134)	Envelope key-allowlist fails open: an envelope with an unrecognized top-level key renders raw (leaks signals/private_sources)
MEDIUM	other-info-disclosure	[`apps/api/src/inngest/functions/session-completed-observe.ts`](https://github.com/cognoco/eduagent-build//blob/main/apps/api/src/inngest/functions/session-completed-observe.ts#L44-L139) (lines 44, 50, 84, 90, 122, 128, 139)	Schema-drift path logs the full raw event payload (including step error strings), contradicting the happy-path decision to omit error text
MEDIUM	other-insecure-token-storage	[`apps/mobile/src/app/_layout.tsx`](https://github.com/cognoco/eduagent-build//blob/main/apps/mobile/src/app/_layout.tsx#L58-L548) (lines 58, 59, 60, 61, 62, 63, 548)	Clerk session/JWT tokens persisted to web localStorage via secure-storage fallback
MEDIUM	other-llm-prompt-injection	[`apps/api/src/services/session/session-context-builders.ts`](https://github.com/cognoco/eduagent-build//blob/main/apps/api/src/services/session/session-context-builders.ts#L192-L261) (lines 192, 194, 210, 212, 228, 261)	Learner-controlled library context is interpolated into the LLM system prompt without data fencing
MEDIUM	other-missing-gdpr-consent-gate	[`apps/api/src/inngest/functions/freeform-filing.ts`](https://github.com/cognoco/eduagent-build//blob/main/apps/api/src/inngest/functions/freeform-filing.ts#L148-L176) (lines 148, 161, 169, 176)	Freeform filing retry transmits learner transcript to LLM without re-checking GDPR consent
MEDIUM	other-pii-in-traces	[`apps/api/src/services/language-detect.ts`](https://github.com/cognoco/eduagent-build//blob/main/apps/api/src/services/language-detect.ts#L87-L89) (lines 87, 88, 89)	Raw learner subject input forwarded to Sentry in fallback catch block
MEDIUM	other-prompt-injection	[`apps/api/src/services/exchange-prompts.ts`](https://github.com/cognoco/eduagent-build//blob/main/apps/api/src/services/exchange-prompts.ts#L660-L719) (lines 660, 661, 665, 666, 669, 672, 685, 687, 709, 710, 718, 719)	Preformatted learner context blocks are appended to the system prompt without enforced escaping
MEDIUM	other-resource-exhaustion	[`apps/api/src/services/quiz/complete-round.ts`](https://github.com/cognoco/eduagent-build//blob/main/apps/api/src/services/quiz/complete-round.ts#L105-L259) (lines 105, 248, 259)	Unbounded attempt accumulation and unbounded answerGiven on /quiz/rounds/:id/check (no rate limit, no size cap)
MEDIUM	other-untrusted-markdown-link-and-image-injection	[`apps/mobile/src/components/session/MessageBubble.tsx`](https://github.com/cognoco/eduagent-build//blob/main/apps/mobile/src/components/session/MessageBubble.tsx#L218-L261) (lines 218, 219, 220, 221, 261)	Unsanitized markdown rendering of LLM/user content enables tappable arbitrary-URL links and zero-click remote image auto-load (prompt-injection exfiltration / phishing)
MEDIUM	other-unvalidated-link-navigation	[`apps/mobile/src/components/common/ThemedMarkdown.tsx`](https://github.com/cognoco/eduagent-build//blob/main/apps/mobile/src/components/common/ThemedMarkdown.tsx#L106-L128) (lines 106, 107, 110, 128)	LLM-generated markdown links opened via Linking.openURL with no scheme allowlist (phishing / deep-link abuse)
MEDIUM	secret-in-fallback	[`apps/api/src/services/test-seed.ts`](https://github.com/cognoco/eduagent-build//blob/main/apps/api/src/services/test-seed.ts#L62-L252) (lines 62, 252)	Hardcoded default password used as fallback for seed-created Clerk users
BUG	acl-check	[`apps/api/src/services/snapshot-aggregation.ts`](https://github.com/cognoco/eduagent-build//blob/main/apps/api/src/services/snapshot-aggregation.ts#L973-L1221) (lines 973, 999, 1164, 1167, 1221)	Parent proxy sessions can mutate child progress state
BUG	other-age-gate-fail-open	[`apps/mobile/src/app/(app)/onboarding/pronouns.tsx`](https://github.com/cognoco/eduagent-build//blob/main/apps/mobile/src/app/(app)/onboarding/pronouns.tsx#L62-L193) (lines 62, 67, 68, 69, 70, 71, 72, 73, 74, 138, 139, 140, 141, 142, 193)	Pronouns age gate fails open when profile birthYear is missing
BUG	other-billing-overcharge	[`apps/api/src/routes/assessments.ts`](https://github.com/cognoco/eduagent-build//blob/main/apps/api/src/routes/assessments.ts#L108-L119) (lines 108, 112, 119)	App-help early-return on /assessments/:id/answer consumes quota without an LLM call
BUG	other-circuit-breaker-liveness	[`apps/api/src/services/llm/router.ts`](https://github.com/cognoco/eduagent-build//blob/main/apps/api/src/services/llm/router.ts#L721-L1411) (lines 721, 728, 1299, 1411)	HALF_OPEN probeInFlight can leak on the lazy streaming path and wedge a provider circuit
BUG	other-cross-feature-interaction	[`apps/api/src/routes/support.ts`](https://github.com/cognoco/eduagent-build//blob/main/apps/api/src/routes/support.ts#L69-L75) (lines 69, 70, 71, 72, 73, 74, 75)	Outbox-spillover rate-limit rows silently consume the daily push-notification cap
BUG	other-data-correctness	[`apps/api/src/services/quiz/capitals-data.ts`](https://github.com/cognoco/eduagent-build//blob/main/apps/api/src/services/quiz/capitals-data.ts#L143-L516) (lines 143, 164, 186, 494, 516)	Duplicate accepted-aliases that should be diacritic variants (accented spellings not actually accepted)
BUG	other-dead-branch	[`apps/api/src/services/learner-input.ts`](https://github.com/cognoco/eduagent-build//blob/main/apps/api/src/services/learner-input.ts#L78-L88) (lines 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88)	Redundant if/else in fallbackAnalysis — both branches identical (harmless)
BUG	other-dead-code-latent-injection	[`.github/workflows/e2e-ci.yml`](https://github.com/cognoco/eduagent-build//blob/main/.github/workflows/e2e-ci.yml#L49-L68) (lines 49, 54, 65, 66, 68)	Unreachable analyze-step branch contains a latent script-injection sink (workflow_run.pull_requests[0].base.ref)
BUG	other-dead-field-latent-idor	[`packages/schemas/src/learning-profiles.ts`](https://github.com/cognoco/eduagent-build//blob/main/packages/schemas/src/learning-profiles.ts#L284-L290) (lines 284, 285, 286, 287, 288, 289, 290)	Dead `childProfileId` field in tellMentorInputSchema is a latent cross-profile (IDOR) footgun
BUG	other-divergent-duplicate	[`apps/mobile/src/hooks/use-consent.ts`](https://github.com/cognoco/eduagent-build//blob/main/apps/mobile/src/hooks/use-consent.ts#L250) (lines 250)	Two different `useRestoreConsent` hooks with incompatible signatures
BUG	other-envelope-hardfail-on-noncritical-field	[`packages/schemas/src/llm-envelope.ts`](https://github.com/cognoco/eduagent-build//blob/main/packages/schemas/src/llm-envelope.ts#L32-L74) (lines 32, 33, 34, 35, 36, 37, 38, 39, 74)	Out-of-range `private_sources.factual_confidence` rejects the ENTIRE LLM envelope (drops reply + all state signals)
BUG	other-error-handling	[`apps/api/src/routes/sessions.ts`](https://github.com/cognoco/eduagent-build//blob/main/apps/api/src/routes/sessions.ts#L1268-L1336) (lines 1268, 1283, 1336)	system-prompt / events / flag handlers return 500 (+ Sentry capture) instead of 404 for unknown sessionId
BUG	other-error-misclassification	[`apps/api/src/routes/vocabulary.ts`](https://github.com/cognoco/eduagent-build//blob/main/apps/api/src/routes/vocabulary.ts#L102-L113) (lines 102, 107, 108, 109, 110, 111, 112, 113)	review route catch-all masks transient DB errors as 422 and echoes raw error message
BUG	other-error-misclassification	[`apps/api/src/middleware/jwt.ts`](https://github.com/cognoco/eduagent-build//blob/main/apps/api/src/middleware/jwt.ts#L124-L185) (lines 124, 125, 178, 185)	JWKS response shape is unvalidated; a malformed upstream response is misclassified as a token error (wrongful 401/sign-out)
BUG	other-fragile-single-layer-gate	[`.github/workflows/e2e-ci.yml`](https://github.com/cognoco/eduagent-build//blob/main/.github/workflows/e2e-ci.yml#L183-L279) (lines 183, 211, 215, 279)	mobile-maestro (secret-bearing, executes checked-out code) gates only on a job output, with no independent trigger guard
BUG	other-gating-inconsistency	[`apps/mobile/src/app/dev-only/seed-pending-redirect.tsx`](https://github.com/cognoco/eduagent-build//blob/main/apps/mobile/src/app/dev-only/seed-pending-redirect.tsx#L38-L40) (lines 38, 39, 40)	IS_E2E_BUILD gate omits the __DEV__ guard its sibling screen uses
BUG	other-guard-bypass	[`scripts/check-gc1-pattern-a.ts`](https://github.com/cognoco/eduagent-build//blob/main/scripts/check-gc1-pattern-a.ts#L35-L105) (lines 35, 89, 103, 105)	GC1 mock guard misses multiline jest.mock calls
BUG	other-i18n-untranslated-strings	[`apps/mobile/src/components/chrome/ModeSwitcher.tsx`](https://github.com/cognoco/eduagent-build//blob/main/apps/mobile/src/components/chrome/ModeSwitcher.tsx#L116-L133) (lines 116, 122, 133)	Hardcoded English strings in mode-switch error row bypass i18n
BUG	other-ineffective-required-check	[`.github/workflows/e2e-web.yml`](https://github.com/cognoco/eduagent-build//blob/main/.github/workflows/e2e-web.yml#L45-L229) (lines 45, 46, 47, 48, 75, 224, 228, 229)	Required 'smoke' status check is a structural no-op on every pull_request (always green via 'skipped')
BUG	other-input-validation	[`apps/mobile/src/app/(app)/session/_view-models/session-route-params.ts`](https://github.com/cognoco/eduagent-build//blob/main/apps/mobile/src/app/(app)/session/_view-models/session-route-params.ts#L73-L75) (lines 73, 74, 75)	Untrusted deep-link homeworkProblems JSON parsed without schema validation
BUG	other-input-validation	[`apps/mobile/src/app/dev-only/seed-pending-redirect.tsx`](https://github.com/cognoco/eduagent-build//blob/main/apps/mobile/src/app/dev-only/seed-pending-redirect.tsx#L76-L85) (lines 76, 85)	staleMs parsed without a finite-number guard, unlike its sibling screen
BUG	other-logic-bug	[`apps/mobile/src/app/preview/topic.tsx`](https://github.com/cognoco/eduagent-build//blob/main/apps/mobile/src/app/preview/topic.tsx#L48-L110) (lines 48, 57, 58, 77, 110)	Sample-lesson buttons can stay permanently disabled after returning to the screen (missing submitting reset)
BUG	other-logic-bug	[`apps/api/src/services/session/review-calibration.ts`](https://github.com/cognoco/eduagent-build//blob/main/apps/api/src/services/session/review-calibration.ts#L74-L91) (lines 74, 75, 76, 77, 91)	Non-answer substring matching misclassifies substantive answers as non-answers (locale false positives)
BUG	other-logic-bug	[`apps/api/src/inngest/functions/memory-facts-backfill.ts`](https://github.com/cognoco/eduagent-build//blob/main/apps/api/src/inngest/functions/memory-facts-backfill.ts#L64-L220) (lines 64, 72, 177, 195, 213, 220)	Self-reinvoke cursor advances past profiles that errored mid-run, silently skipping them for the rest of the backfill chain
BUG	other-logic-bug	[`apps/mobile/src/app/(app)/more/learning-preferences.tsx`](https://github.com/cognoco/eduagent-build//blob/main/apps/mobile/src/app/(app)/more/learning-preferences.tsx#L33-L89) (lines 33, 35, 36, 37, 87, 88, 89)	Child-mode learning preferences screen previews the parent's accommodation, not the child's
BUG	other-lost-update-race	[`apps/api/src/services/onboarding/index.ts`](https://github.com/cognoco/eduagent-build//blob/main/apps/api/src/services/onboarding/index.ts#L156-L190) (lines 156, 187, 190)	updateInterestsContext bumps the optimistic-concurrency version but never checks it (non-CAS), allowing a lost update vs a concurrent interest merge
BUG	other-malformed-input-handling	[`apps/mobile/src/app/(app)/child/[profileId]/topic/[topicId].tsx`](https://github.com/cognoco/eduagent-build//blob/main/apps/mobile/src/app/(app)/child/[profileId]/topic/[topicId].tsx#L119-L213) (lines 119, 120, 121, 122, 123, 209, 213)	masteryScore query param not guarded against NaN (incomplete sweep of BUG-813 fix)
BUG	other-missing-input-validation	[`apps/api/src/routes/language-progress.ts`](https://github.com/cognoco/eduagent-build//blob/main/apps/api/src/routes/language-progress.ts#L18-L26) (lines 18, 19, 20, 26)	Missing UUID validation on subjectId path param causes unhandled 500s on malformed input (incomplete BUG-392 application)
BUG	other-non-atomic-write	[`apps/api/src/services/language-curriculum.ts`](https://github.com/cognoco/eduagent-build//blob/main/apps/api/src/services/language-curriculum.ts#L358-L372) (lines 358, 370, 372)	Non-transactional regenerate: ownership-check → delete-all → insert can race a concurrent same-user request
BUG	other-param-handling	[`apps/mobile/src/app/(app)/vocabulary/[subjectId].tsx`](https://github.com/cognoco/eduagent-build//blob/main/apps/mobile/src/app/(app)/vocabulary/[subjectId].tsx#L125-L131) (lines 125, 126, 127, 131)	subjectId route param not normalized for array case (inconsistent with sibling screen)
BUG	other-race-condition	[`apps/api/src/services/vocabulary.ts`](https://github.com/cognoco/eduagent-build//blob/main/apps/api/src/services/vocabulary.ts#L271-L299) (lines 271, 276, 293, 299)	Lost-update race in reviewVocabulary SM-2 read-compute-write (transaction does not provide claimed isolation)
BUG	other-race-condition	[`apps/api/src/services/home-surface-cache.ts`](https://github.com/cognoco/eduagent-build//blob/main/apps/api/src/services/home-surface-cache.ts#L224-L245) (lines 224, 225, 237, 244, 245)	Pending celebration writes can still lose concurrent updates
BUG	other-race-condition	[`apps/api/src/services/celebrations.ts`](https://github.com/cognoco/eduagent-build//blob/main/apps/api/src/services/celebrations.ts#L83-L174) (lines 83, 112, 116, 123, 155, 172, 174)	Lost-update race in celebration writes: read happens outside the SELECT FOR UPDATE lock, then overwrites it
BUG	other-race-condition	[`apps/mobile/src/app/(app)/topic/recall-test.tsx`](https://github.com/cognoco/eduagent-build//blob/main/apps/mobile/src/app/(app)/topic/recall-test.tsx#L111-L207) (lines 111, 207)	Recall-test submit and 'don't remember' use independent in-flight guards, allowing a double-submit
BUG	other-race-condition	[`apps/api/src/services/billing/trial.ts`](https://github.com/cognoco/eduagent-build//blob/main/apps/api/src/services/billing/trial.ts#L52-L75) (lines 52, 62, 66, 75)	downgradeQuotaPool can reset an upgraded account's quota pool to free limits (day-28 transition race)
BUG	other-redundant-llm-call	[`apps/api/src/inngest/functions/review-calibration-grade.ts`](https://github.com/cognoco/eduagent-build//blob/main/apps/api/src/inngest/functions/review-calibration-grade.ts#L95-L131) (lines 95, 96, 97, 101, 118, 131)	LLM recall-quality grade is computed before the cooldown claim, allowing a wasted paid LLM call in a cross-session race
BUG	other-render-phase-side-effect	[`apps/mobile/src/app/(auth)/_layout.tsx`](https://github.com/cognoco/eduagent-build//blob/main/apps/mobile/src/app/(auth)/_layout.tsx#L64-L74) (lines 64, 68, 74)	Impure side effect (sessionStorage write) executed unconditionally during render
BUG	other-state-inconsistency	[`apps/mobile/src/lib/profile.ts`](https://github.com/cognoco/eduagent-build//blob/main/apps/mobile/src/lib/profile.ts#L279-L311) (lines 279, 280, 281, 282, 283, 284, 293, 305, 306, 307, 308, 309, 310, 311)	Proxy mode not cleared when saved profile is removed server-side (sticky contradictory state)
BUG	other-timezone-day-bucketing	[`apps/mobile/src/app/(app)/dictation/review.tsx`](https://github.com/cognoco/eduagent-build//blob/main/apps/mobile/src/app/(app)/dictation/review.tsx#L56) (lines 56)	`localDate` computed in UTC (toISOString) despite name/intent of device-local date
BUG	other-timezone-logic-bug	[`apps/mobile/src/app/(app)/quiz/history.tsx`](https://github.com/cognoco/eduagent-build//blob/main/apps/mobile/src/app/(app)/quiz/history.tsx#L16-L221) (lines 16, 17, 18, 19, 20, 221)	Quiz-history date grouping/labeling mixes UTC and local time bases (off-by-one labels)
BUG	other-unbounded-input	[`packages/schemas/src/quiz-utils.ts`](https://github.com/cognoco/eduagent-build//blob/main/packages/schemas/src/quiz-utils.ts#L5-L56) (lines 5, 40, 56)	Server-side grading input answerGiven has no maximum length before reaching O(m·n) Levenshtein routine
BUG	other-unbounded-input	[`packages/schemas/src/dictation.ts`](https://github.com/cognoco/eduagent-build//blob/main/packages/schemas/src/dictation.ts#L29-L31) (lines 29, 31)	Uncapped chunks/chunksWithPunctuation arrays in dictation review input DTO
BUG	rate-limit-bypass	[`apps/api/src/middleware/jwt.ts`](https://github.com/cognoco/eduagent-build//blob/main/apps/api/src/middleware/jwt.ts#L134-L190) (lines 134, 159, 176, 184, 190)	Unauthenticated forced JWKS re-fetch with no negative cache or cooldown (DoS amplification)
