location	specifier	category	basis	reason
apps/mobile/src/app/(app)/child/[profileId]/weekly-report/[weeklyReportId].test.tsx:44	../../../../../lib/format-api-error	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/child/[profileId]/weekly-report/[weeklyReportId].test.tsx:50	../../../../../components/common	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/child/[profileId]/weekly-report/[weeklyReportId].test.tsx:57	../../../../../hooks/use-progress	service-stub-with-business-logic	heuristic	mobile test mock replaces app-level hook or client logic
apps/mobile/src/app/(app)/dashboard.test.tsx:13	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/dashboard.test.tsx:23	react-native-safe-area-context	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/dashboard.test.tsx:27	../../lib/platform-alert	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/dashboard.test.tsx:31	../../hooks/use-dashboard	service-stub-with-business-logic	heuristic	mobile test mock replaces app-level hook or client logic
apps/mobile/src/app/(app)/dashboard.test.tsx:41	../../components/coaching	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/dashboard.test.tsx:8	react-i18next	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/dictation/complete.test.tsx:17	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/dictation/complete.test.tsx:42	../../../hooks/use-dictation-api	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/dictation/complete.test.tsx:55	../../../lib/navigation	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/dictation/complete.test.tsx:60	../../../lib/platform-alert	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/dictation/complete.test.tsx:64	../../../lib/theme	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/dictation/complete.test.tsx:74	expo-image-picker	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/dictation/complete.test.tsx:79	expo-file-system/legacy	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/dictation/complete.test.tsx:8	react-native-safe-area-context	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/dictation/complete.test.tsx:92	./_layout	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/dictation/index.test.tsx:16	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/dictation/index.test.tsx:29	../../../hooks/use-dictation-api	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/dictation/index.test.tsx:44	./_layout	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/dictation/index.test.tsx:53	../../../lib/navigation	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/dictation/index.test.tsx:57	../../../lib/platform-alert	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/dictation/index.test.tsx:61	../../../lib/theme	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/dictation/index.test.tsx:69	../../../lib/format-api-error	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/dictation/index.test.tsx:7	react-native-safe-area-context	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/dictation/index.test.tsx:74	../../../components/home/IntentCard	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/dictation/text-preview.test.tsx:16	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/dictation/text-preview.test.tsx:30	../../../hooks/use-dictation-api	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/dictation/text-preview.test.tsx:45	./_layout	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/dictation/text-preview.test.tsx:54	../../../lib/navigation	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/dictation/text-preview.test.tsx:58	../../../lib/platform-alert	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/dictation/text-preview.test.tsx:62	../../../lib/theme	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/dictation/text-preview.test.tsx:7	react-native-safe-area-context	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/home.test.tsx:11	../../lib/api-client	service-stub-with-business-logic	heuristic	mobile test mock replaces app-level hook or client logic
apps/mobile/src/app/(app)/home.test.tsx:49	../../lib/profile	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/home.test.tsx:58	../../hooks/use-celebration	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/home.test.tsx:78	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/home.test.tsx:83	../../components/home	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/homework/camera.test.tsx:105	../../../lib/profile	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/homework/camera.test.tsx:12	react-i18next	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/homework/camera.test.tsx:162	../../../lib/api-client	service-stub-with-business-logic	heuristic	mobile test mock replaces app-level hook or client logic
apps/mobile/src/app/(app)/homework/camera.test.tsx:18	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/homework/camera.test.tsx:28	expo-camera	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/homework/camera.test.tsx:54	expo-image-picker	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/homework/camera.test.tsx:61	@expo/vector-icons	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/homework/camera.test.tsx:75	react-native-safe-area-context	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/homework/camera.test.tsx:82	../../../lib/theme	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/homework/camera.test.tsx:93	../../../hooks/use-homework-ocr	service-stub-with-business-logic	heuristic	mobile test mock replaces app-level hook or client logic
apps/mobile/src/app/(app)/library.test.tsx:10	react-i18next	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/library.test.tsx:110	../../lib/api-client	service-stub-with-business-logic	heuristic	mobile test mock replaces app-level hook or client logic
apps/mobile/src/app/(app)/library.test.tsx:123	../../hooks/use-library-search	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/library.test.tsx:131	../../components/common/ShimmerSkeleton	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/library.test.tsx:144	../../components/library/ShelfRow	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/library.test.tsx:185	../../components/library/LibrarySearchBar	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/library.test.tsx:209	../../lib/profile	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/library.test.tsx:21	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/library.test.tsx:30	react-native-safe-area-context	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/library.test.tsx:34	../../hooks/use-subjects	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/library.test.tsx:39	../../hooks/use-progress	service-stub-with-business-logic	heuristic	mobile test mock replaces app-level hook or client logic
apps/mobile/src/app/(app)/library.test.tsx:43	../../hooks/use-all-books	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/library.test.tsx:47	../../hooks/use-notes	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/library.test.tsx:51	../../components/progress	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/library.test.tsx:58	../../components/common	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/library.test.tsx:94	../../lib/navigation	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/library.test.tsx:98	../../lib/theme	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/mentor-memory.test.tsx:30	react-native-safe-area-context	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/mentor-memory.test.tsx:34	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/mentor-memory.test.tsx:39	../../lib/profile	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/mentor-memory.test.tsx:70	../../lib/api-client	service-stub-with-business-logic	heuristic	mobile test mock replaces app-level hook or client logic
apps/mobile/src/app/(app)/mentor-memory.test.tsx:76	../../hooks/use-parent-proxy	service-stub-with-business-logic	heuristic	mobile test mock replaces app-level hook or client logic
apps/mobile/src/app/(app)/mentor-memory.test.tsx:82	../../hooks/use-active-profile-role	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/mentor-memory.test.tsx:86	../../lib/platform-alert	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/mentor-memory.test.tsx:90	../../lib/sentry	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/mentor-memory.test.tsx:98	../../components/tell-mentor-input	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/more.test.tsx:115	../../hooks/use-settings	service-stub-with-business-logic	heuristic	mobile test mock replaces app-level hook or client logic
apps/mobile/src/app/(app)/more.test.tsx:31	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/more.test.tsx:35	react-native-safe-area-context	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/more.test.tsx:39	../../lib/theme	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/more.test.tsx:47	../../lib/profile	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/more.test.tsx:55	../../hooks/use-parent-proxy	service-stub-with-business-logic	heuristic	mobile test mock replaces app-level hook or client logic
apps/mobile/src/app/(app)/more.test.tsx:63	../../hooks/use-account	service-stub-with-business-logic	heuristic	mobile test mock replaces app-level hook or client logic
apps/mobile/src/app/(app)/more.test.tsx:67	../../hooks/use-subscription	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/more.test.tsx:72	../../hooks/use-learner-profile	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/more.test.tsx:80	../../components/feedback/FeedbackProvider	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/more.test.tsx:84	../../lib/analytics	service-stub-with-business-logic	heuristic	mobile test mock replaces app-level hook or client logic
apps/mobile/src/app/(app)/more.test.tsx:88	@clerk/clerk-expo	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/onboarding/_layout.test.tsx:11	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/onboarding/accommodations.test.tsx:23	react-native-safe-area-context	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/onboarding/accommodations.test.tsx:27	../../../lib/theme	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/onboarding/accommodations.test.tsx:33	../../../hooks/use-learner-profile	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/onboarding/accommodations.test.tsx:40	../../../lib/navigation	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/onboarding/accommodations.test.tsx:9	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/onboarding/analogy-preference.test.tsx:33	react-i18next	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/onboarding/analogy-preference.test.tsx:53	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/onboarding/analogy-preference.test.tsx:63	react-native-safe-area-context	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/onboarding/analogy-preference.test.tsx:67	../../../hooks/use-settings	service-stub-with-business-logic	heuristic	mobile test mock replaces app-level hook or client logic
apps/mobile/src/app/(app)/onboarding/analogy-preference.test.tsx:74	../../../lib/navigation	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/onboarding/curriculum-review.test.tsx:137	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/onboarding/curriculum-review.test.tsx:152	react-native-safe-area-context	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/onboarding/curriculum-review.test.tsx:168	react-native/Libraries/Modal/Modal	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/onboarding/curriculum-review.test.tsx:182	../../../lib/theme	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/onboarding/curriculum-review.test.tsx:190	../../../lib/navigation	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/onboarding/curriculum-review.test.tsx:195	../../../lib/platform-alert	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/onboarding/curriculum-review.test.tsx:202	../../../hooks/use-curriculum	service-stub-with-business-logic	heuristic	mobile test mock replaces app-level hook or client logic
apps/mobile/src/app/(app)/onboarding/curriculum-review.test.tsx:93	react-i18next	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/onboarding/interview.test.tsx:26	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/onboarding/interview.test.tsx:39	react-native-safe-area-context	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/onboarding/interview.test.tsx:43	../../../components/session	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/onboarding/interview.test.tsx:79	../../../hooks/use-interview	service-stub-with-business-logic	heuristic	mobile test mock replaces app-level hook or client logic
apps/mobile/src/app/(app)/onboarding/interview.test.tsx:95	../../../hooks/use-sessions	service-stub-with-business-logic	heuristic	mobile test mock replaces app-level hook or client logic
apps/mobile/src/app/(app)/onboarding/language-setup.test.tsx:103	../../../hooks/use-subjects	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/onboarding/language-setup.test.tsx:110	../../../lib/navigation	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/onboarding/language-setup.test.tsx:53	react-i18next	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/onboarding/language-setup.test.tsx:74	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/onboarding/language-setup.test.tsx:90	react-native-safe-area-context	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/onboarding/language-setup.test.tsx:94	../../../lib/theme	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/pick-book/_layout.test.tsx:12	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/pick-book/[subjectId].test.tsx:14	../../../lib/api-client	service-stub-with-business-logic	heuristic	mobile test mock replaces app-level hook or client logic
apps/mobile/src/app/(app)/pick-book/[subjectId].test.tsx:20	../../../lib/profile	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/pick-book/[subjectId].test.tsx:42	react-native-safe-area-context	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/pick-book/[subjectId].test.tsx:46	../../../components/common	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/pick-book/[subjectId].test.tsx:56	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/practice.test.tsx:14	react-native-safe-area-context	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/practice.test.tsx:18	../../lib/theme	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/practice.test.tsx:25	../../lib/navigation	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/practice.test.tsx:31	../../hooks/use-progress	service-stub-with-business-logic	heuristic	mobile test mock replaces app-level hook or client logic
apps/mobile/src/app/(app)/practice.test.tsx:35	../../hooks/use-quiz	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/practice.test.tsx:9	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/progress.test.tsx:12	react-i18next	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/progress.test.tsx:81	../../hooks/use-progress	service-stub-with-business-logic	heuristic	mobile test mock replaces app-level hook or client logic
apps/mobile/src/app/(app)/progress.test.tsx:82	../../lib/api-client	service-stub-with-business-logic	heuristic	mobile test mock replaces app-level hook or client logic
apps/mobile/src/app/(app)/progress.test.tsx:85	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/progress.test.tsx:89	react-native-safe-area-context	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
