"file","line","category","burndownClass","effort","borderline","specifier","mocked","note","verifierNote"
"apps/api/src/inngest/functions/book-pre-generation.test.ts",79,"already-gc1-allow","trivial-requireActual","S",false,"../../services/curriculum","persistBookTopics only (requireActual + single named override)","Internal service, requireActual + one targeted override of persistBookTopics to avoid real DB writes. Already pattern-a shaped. Real conversion would need a test DB so persistBookTopics can run, but the stub surface is a single export — trivial to keep as targeted override; borderline toward needs-wiring only because the underlying write needs DB.",""
"apps/api/src/inngest/functions/consent-reminders.test.ts",27,"already-gc1-allow","needs-wiring","M",false,"../helpers","getStepDatabase/getStepResendApiKey/getStepEmailFrom/getStepAppUrl (requireActual + 4 overrides; getStepDatabase returns a fake consentStates.findFirst)","Internal helpers module. requireActual is used but getStepDatabase is stubbed to return a fabricated DB whose query.consentStates.findFirst is a jest.fn — that is the DB graph standing in for a real connection. Burning down requires a seeded test DB so getStepDatabase returns the real handle. The other three (api key / email from / app url) are config stubs that would convert trivially, but the DB stub dominates the effort.",""
"apps/api/src/inngest/functions/consent-reminders.test.ts",46,"already-gc1-allow","needs-wiring","M",false,"../../services/consent","getConsentStatus/getProfileConsentState/refreshConsentToken/refreshConsentTokenForRequest (requireActual + 4 overrides)","Internal service, requireActual + targeted overrides. The overridden functions are DB-backed (consent state reads/token refresh), so converting them to real means seeding consent rows. Shape is already pattern-a but the dependencies need real fixtures — needs-wiring, moderate.",""
"apps/api/src/inngest/functions/consent-reminders.test.ts",65,"already-gc1-allow","trivial-requireActual","S",false,"../../services/notifications","sendEmail + formatConsentReminderEmail (requireActual + 2 overrides)","Internal wrapper, not the external provider. The true email boundary (resend) lives below; sendEmail here is project code. requireActual already keeps formatConsentReminderEmail-adjacent exports; only sendEmail (the resend call) genuinely needs stubbing. Convertible to requireActual + a single sendEmail override mocking only the resend boundary — trivial.",""
"apps/api/src/inngest/functions/consent-reminders.test.ts",82,"already-gc1-allow","trivial-requireActual","S",false,"../../services/deletion","deleteProfileIfNoConsent only (requireActual + single override)","Internal service, requireActual + one targeted override. Already pattern-a shape; the single stubbed export avoids a destructive DB delete. Convertible cleanly; borderline only if the real deleteProfileIfNoConsent needs a DB to exercise.",""
"apps/api/src/inngest/functions/consent-revocation.test.ts",18,"already-gc1-allow","needs-wiring","M",false,"@eduagent/database","the database package via createDatabaseModuleMock({ includeActual: true })","gc1-allow comment literally claims 'external-boundary' — but @eduagent/* is internal by rule, so the comment is mislabelled and this is GC6 backlog, not a sanctioned escape. includeActual:true keeps real exports yet swaps the db handle; burning down needs a real test DB. The 'external-boundary' justification is incorrect; convert via seeded DB.",""
"apps/api/src/inngest/functions/consent-revocation.test.ts",42,"already-gc1-allow","needs-wiring","M",false,"../../services/consent","getFamilyOwnerProfileId/getConsentStatus/isConsentRevocationGenerationCurrent/getProfileForConsentRevocation/getProfileDisplayName (requireActual + 5 overrides; calculateAge kept real)","Internal service. requireActual keeps calculateAge real and overrides the five DB-backed functions. gc1-allow reason is honest ('DB-backed; calculateAge kept real'). Burn-down requires seeding the consent/profile DB so the five overridden functions can run for real — needs-wiring, moderate.",""
"apps/api/src/inngest/functions/consent-revocation.test.ts",67,"already-gc1-allow","trivial-requireActual","S",false,"../../services/deletion","deleteProfile + deleteProfileIfConsentWithdrawn (requireActual + 2 overrides)","Internal service, requireActual + two targeted overrides guarding against real destructive profile deletes. Pattern-a shaped; convertible, though the real functions need a DB to execute — kept S because only two named exports are stubbed and the test asserts the calls, not the deletion.",""
"apps/api/src/inngest/functions/daily-reminder-scan.test.ts",14,"already-gc1-allow","needs-wiring","M",true,"../helpers","getStepDatabase only (requireActual + single override returning an empty fake db)","Internal helpers. requireActual + one override, but getStepDatabase returns a fabricated db ({}) and the test relies on createInngestStepRunner runResults to bypass the drizzle query entirely (per the file header). Real conversion needs a seeded DB so the find-streak-profiles drizzle query runs — moderate wiring. Borderline toward trivial since only one export is stubbed, but the dropped DB graph makes it needs-wiring.",""
"apps/api/src/inngest/functions/daily-reminder-send.test.ts",9,"already-gc1-allow","needs-wiring","M",true,"../helpers","getStepDatabase only (requireActual + single override)","Internal helpers; getStepDatabase stubbed to return a fabricated mockDb (profiles.findFirst jest.fn). requireActual keeps the rest. Burn-down needs a seeded test DB for the real getStepDatabase handle. One export stubbed but the DB graph behind it is the cost.",""
"apps/api/src/inngest/functions/daily-reminder-send.test.ts",16,"already-gc1-allow","trivial-requireActual","S",false,"../../services/notifications","sendPushNotification + formatDailyReminderBody (requireActual + 2 overrides)","Internal wrapper, not the provider. The true push boundary (expo-server-sdk) sits below sendPushNotification. requireActual + two overrides already; convert to stubbing only the expo boundary and keep formatDailyReminderBody real. Trivial.",""
"apps/api/src/inngest/functions/daily-reminder-send.test.ts",33,"already-gc1-allow","trivial-requireActual","S",true,"../../services/settings","getRecentNotificationCount only (requireActual + single override)","Internal service, requireActual + one targeted override. Pattern-a shape. The overridden function is DB-backed (notification log count), so a strict conversion needs DB rows, but only one export is stubbed — keep S, borderline if real DB is required.",""
"apps/api/src/inngest/functions/daily-reminder-send.test.ts",48,"already-gc1-allow","trivial-requireActual","S",false,"../../services/sentry","captureException only (requireActual + single override)","Internal Sentry wrapper. The true external boundary is the Sentry SDK underneath; this project wrapper is mocked only to assert captureException calls. requireActual + one override already. Cleanly convertible by stubbing only the SDK; trivial.",""
"apps/api/src/inngest/functions/daily-snapshot.test.ts",53,"already-gc1-allow","needs-wiring","M",false,"@eduagent/database","the database package via createDatabaseModuleMock (transactional mock db with selectDistinct chain + query.profiles.findFirst)","gc1-allow 'replaces database module with transactional mock'. @eduagent/* is internal by rule, so this is GC6 backlog not an external escape. The factory fabricates the full drizzle surface (selectDistinct→from→innerJoin→where). Burn-down needs a seeded test DB. The 'boundary' framing is a convenience; convert via real DB wiring.",""
"apps/api/src/inngest/functions/daily-snapshot.test.ts",57,"already-gc1-allow","needs-wiring","M",false,"../../services/snapshot-aggregation","refreshProgressSnapshot — full factory (NO requireActual; returns only the one export)","Internal service, mocked with a bare factory (no jest.requireActual), so all other exports are dropped — not yet pattern-a. The mock isolates the SUT from real DB aggregation. Converting needs requireActual plus a seeded DB so refreshProgressSnapshot can run, hence needs-wiring. First step (add requireActual) is cheap; full conversion needs DB fixtures.",""
"apps/api/src/inngest/functions/daily-snapshot.test.ts",67,"already-gc1-allow","trivial-requireActual","S",false,"../../services/sentry","captureException — full factory (NO requireActual; returns only captureException)","Internal Sentry wrapper, mocked with a bare factory returning only captureException (no requireActual). The real boundary is the Sentry SDK below. Convert to jest.requireActual + a single captureException override (or stub only the SDK). Trivial.",""
"apps/api/src/inngest/functions/daily-snapshot.test.ts",74,"already-gc1-allow","needs-wiring","M",true,"../helpers","getStepDatabase only (requireActual + single override returning mockSnapshotDb)","Internal helpers; requireActual + one override but getStepDatabase returns the fabricated mockSnapshotDb (the same transactional-mock DB graph). Burn-down requires a real seeded DB so the helper returns a live handle. One export stubbed but the DB graph behind it is the cost.",""
"apps/api/src/inngest/functions/email-digest-channel.test.ts",29,"already-gc1-allow","trivial-requireActual","S",false,"../../services/sentry","captureException (Sentry error tracker wrapper)","Line carries `/* gc1-allow: observability */`. Module is the project's thin Sentry wrapper (sentry.ts: import * as Sentry from '@sentry/cloudflare'; captureException no-ops when no DSN). It runs fine in-test, so the gc1-allow reason 'observability' is a convenience excuse, not a genuine can't-run case. Convert to jest.requireActual('../../services/sentry') + jest.spyOn(captureException).",""
"apps/api/src/inngest/functions/email-digest-channel.test.ts",71,"already-gc1-allow","trivial-requireActual","S",false,"../../services/notifications","sendPushNotification, sendEmail, formatWeekly/MonthlyProgressEmail","Line carries `// gc1-allow: pattern-a conversion`, so per rule 2 this is already-gc1-allow, not internal-violation. Mixed mock: sendEmail (Resend fetch, notifications.ts:299) and sendPushNotification (Expo Push fetch, notifications.ts:4) are genuine network boundaries that can't run in-test (legit), but formatWeekly/MonthlyProgressEmail (notifications.ts:413,451) are PURE functions that could run for real. Honest fix: keep the two boundary stubs (a true gc1-allow), drop the two formatter overrides and let them run via requireActual. 'pattern-a conversion' is a deferral marker, not a can't-run justification — hence trivial-requireActual.","Re-categorized internal-violation -> already-gc1-allow: the line carries a gc1-allow comment (rule 2 takes precedence). Also corrected the framing: sendEmail/sendPushNotification ARE the Resend/Expo network boundaries (their bodies are fetch() calls), so part of this mock is legitimately a boundary stub; only the two pure formatters are removable internal stubs."
"apps/api/src/inngest/functions/email-digest-channel.test.ts",91,"already-gc1-allow","needs-wiring","M",false,"../../services/settings","getRecentNotificationCount, logNotification","Line carries `/* gc1-allow: pattern-a conversion */`, so category is already-gc1-allow per rule 2. settings.ts:541/557 — both overridden functions are DB-backed (drizzle eq/and/gte/sql/exists; logNotification inserts, getRecentNotificationCount counts rows). De-mocking needs a seeded notifications table. 'pattern-a conversion' is a deferral marker, so burndownClass is needs-wiring (M), NOT legit-gc1-allow.","Re-categorized internal-violation -> already-gc1-allow because the line carries a gc1-allow comment (rule 2). burndownClass/effort (needs-wiring/M) confirmed: both fns are real DB reads/writes."
"apps/api/src/inngest/functions/email-digest-channel.test.ts",108,"already-gc1-allow","needs-wiring","L",false,"../../services/snapshot-aggregation","getSnapshotsInRange, getLatestSnapshot, getLatestSnapshotOnOrBefore, filterProgressMetricsToActiveSubjects","Line carries `/* gc1-allow: pattern-a conversion */` -> already-gc1-allow (rule 2). snapshot-aggregation.ts pulls a LARGE transitive graph (celebrations, language-curriculum, learner-profile, milestone-detection, progress-helpers, transient-db-retry, weekly-report) and all overridden fns are DB reads. De-mocking requires seeding progress_snapshots fixtures AND the downstream graph runs. Escalated to L (large/risky) given the transitive import surface.","Re-categorized internal-violation -> already-gc1-allow (line carries gc1-allow). Escalated effort M -> L: snapshot-aggregation drags in ~8 internal service modules plus DB reads, so converting is large/risky, not moderate."
"apps/api/src/inngest/functions/email-digest-channel.test.ts",132,"already-gc1-allow","needs-wiring","M",false,"../../services/weekly-report","generateWeeklyReportData","Line carries `/* gc1-allow: pattern-a conversion */` -> already-gc1-allow (rule 2). weekly-report.ts:6-7 imports drizzle (and/desc/eq) and weeklyReports from @eduagent/database; generateWeeklyReportData reads weeklyReports rows (assertParentAccess, DB queries). It is NOT a pure transform as the colleague claimed — it queries the DB. De-mocking needs seeded weekly_reports + family-access fixtures, so needs-wiring/M.","Re-categorized internal-violation -> already-gc1-allow (gc1-allow comment). Downgraded burndown trivial-requireActual -> needs-wiring: generateWeeklyReportData is DB-backed (imports weeklyReports table, assertParentAccess), not a pure data-shaping function — requireActual would require real DB wiring."
"apps/api/src/inngest/functions/email-digest-channel.test.ts",150,"already-gc1-allow","needs-wiring","M",false,"../../services/practice-activity-summary","getPracticeActivitySummary","Line carries `/* gc1-allow: pattern-a conversion */` -> already-gc1-allow (rule 2). practice-activity-summary.ts:270 getPracticeActivitySummary runs drizzle .select()/count() over practice-activity tables. Stub returns emptyPracticeActivitySummary fixture. Real de-mock needs seeded practice activity rows -> needs-wiring/M. 'pattern-a conversion' is a deferral marker, not legit-gc1-allow.","Re-categorized internal-violation -> already-gc1-allow (line carries gc1-allow). burndown/effort confirmed."
"apps/api/src/inngest/functions/email-digest-channel.test.ts",261,"already-gc1-allow","trivial-requireActual","S",false,"../helpers","getStepDatabase, resetDatabaseUrl, getStepResendApiKey","Line carries `/* gc1-allow: pattern-a conversion */` -> already-gc1-allow (rule 2). helpers.ts imports @eduagent/database but does NOT open a connection at import time — createDatabase/getStepDatabase are lazy getters fed by injection. The factory already uses jest.requireActual('../helpers') + spread and overrides only getStepDatabase (the standard DB-injection seam), resetDatabaseUrl (a no-op stub) and getStepResendApiKey. Small surface, genuinely convertible to targeted requireActual overrides. 'pattern-a conversion' is a deferral marker, not legit-gc1-allow.","Re-categorized internal-violation -> already-gc1-allow (gc1-allow comment). Confirmed trivial: importing helpers.ts does not eagerly open a DB connection (lazy getters); the DB-injection seam is the canonical small-surface pattern."
"apps/api/src/inngest/functions/email-digest-channel.test.ts",703,"already-gc1-allow","needs-wiring","M",false,"../../services/monthly-report","generateMonthlyReportData, generateReportHighlights","Line carries `/* gc1-allow: pattern-a conversion */` -> already-gc1-allow (rule 2). monthly-report.ts:1-2 imports drizzle + monthlyReports table; line 18 imports routeAndCall from './llm' (the LLM network boundary) — generateReportHighlights is LLM-backed and generateMonthlyReportData is DB-backed. De-mocking the data fn needs seeded monthly_reports; the highlights fn needs an LLM-boundary stub. Mixed DB + LLM dependency -> needs-wiring/M, not trivial.","Re-categorized internal-violation -> already-gc1-allow (gc1-allow comment). Downgraded trivial-requireActual -> needs-wiring: generateMonthlyReportData queries the monthlyReports DB table (not a pure transform) and generateReportHighlights calls routeAndCall (LLM). Converting needs both DB fixtures and an LLM-boundary stub — more than a single targeted override."
"apps/api/src/inngest/functions/feedback-delivery-failed.test.ts",25,"already-gc1-allow","legit-gc1-allow","none",false,"../../services/notifications","sendEmail","Line carries `/* gc1-allow: pattern-a conversion */` -> already-gc1-allow (rule 2). This mock overrides ONLY sendEmail, whose real body (notifications.ts:299) is a fetch() to the Resend API — i.e. it IS the email external boundary. Stubbing it is sanctioned (same rationale as the LLM routeAndCall boundary). The real fn cannot run in-test (it would hit Resend over the network), so this is a genuine legit-gc1-allow, NOT removable backlog. The escape reason should be relabeled 'email/Resend boundary' rather than 'pattern-a conversion', but the mock itself is acceptable.","Re-categorized internal-violation/trivial -> already-gc1-allow/legit-gc1-allow. The colleague missed that sendEmail's body is a raw fetch() to api.resend.com — overriding only sendEmail is mocking the Resend network boundary by intent, which is sanctioned. It is not removable GC6 backlog."
"apps/api/src/inngest/functions/feedback-delivery-failed.test.ts",38,"already-gc1-allow","trivial-requireActual","S",false,"../../services/sentry","captureException","Line carries `/* gc1-allow: pattern-a conversion */` -> already-gc1-allow (rule 2). sentry.ts is the thin @sentry/cloudflare wrapper; captureException no-ops without a DSN, so it runs fine in-test. The test asserts on captureException calls, so convert to jest.requireActual('../../services/sentry') + jest.spyOn(captureException). 'pattern-a conversion' is a deferral marker, not legit-gc1-allow.","Re-categorized internal-violation -> already-gc1-allow (line carries gc1-allow comment). burndown trivial-requireActual unchanged."
"apps/api/src/inngest/functions/feedback-delivery-failed.test.ts",48,"already-gc1-allow","trivial-requireActual","S",false,"../../services/logger","createLogger (returns spy-able warn/info/error)","Line carries `/* gc1-allow: pattern-a conversion */` -> already-gc1-allow (rule 2). logger.ts is a tiny pure module (createLogger returns a Logger with level-gated methods, no external deps). It runs fine in-test; the test wants to assert logger.warn fired. Convert to jest.requireActual + jest.spyOn on the returned logger. 'pattern-a conversion' is a deferral marker, not legit-gc1-allow.","Re-categorized internal-violation -> already-gc1-allow (line carries gc1-allow). burndown trivial unchanged."
"apps/api/src/inngest/functions/feedback-delivery-failed.test.ts",63,"already-gc1-allow","trivial-requireActual","S",false,"../helpers","getStepResendApiKey, getStepEmailFrom, getStepSupportEmail","Line carries `/* gc1-allow: pattern-a conversion */` -> already-gc1-allow (rule 2). Factory spreads requireActual('../helpers') and overrides three CF-Workers-binding config getters with canned values. helpers.ts does not eagerly open a DB connection at import, so requireActual is safe; the three getters are trivial value stubs (canonical pattern-a shape). 'pattern-a conversion' is a deferral marker, not legit-gc1-allow.","Re-categorized internal-violation -> already-gc1-allow (line carries gc1-allow). burndown trivial confirmed."
"apps/api/src/inngest/functions/filing-completed-observe.test.ts",19,"already-gc1-allow","trivial-requireActual","S",false,"../helpers","getStepDatabase","Line carries `/* gc1-allow: pattern-a conversion */` -> already-gc1-allow (rule 2). Factory spreads requireActual('../helpers') and overrides only getStepDatabase (the standard DB-injection seam used to feed mockDb). helpers.ts does not open a connection at import, so requireActual is safe; small surface. 'pattern-a conversion' is a deferral marker, not legit-gc1-allow.","Re-categorized internal-violation -> already-gc1-allow (line carries gc1-allow comment). burndown trivial confirmed."
"apps/api/src/inngest/functions/filing-completed-observe.test.ts",45,"already-gc1-allow","trivial-requireActual","S",false,"../../services/logger","createLogger (returns jest.fn info/warn/error)","Line carries `/* gc1-allow: pattern-a conversion */` -> already-gc1-allow (rule 2). logger.ts is a tiny pure module that runs fine in-test; this mock only silences log noise (the test never asserts on the logger). Convertible to plain jest.requireActual. 'pattern-a conversion' is a deferral marker, not legit-gc1-allow.","Re-categorized internal-violation -> already-gc1-allow (line carries gc1-allow comment). burndown trivial confirmed."
"apps/api/src/inngest/functions/filing-stranded-backfill.test.ts",40,"already-gc1-allow","legit-gc1-allow","none",false,"@eduagent/database","the whole @eduagent/database module (db client + table column exports)","Carries gc1-allow citing real Neon connection cannot run in inngest unit test; real DB exercised via .integration.test.ts harness. Verified: the Neon driver opens a network connection the unit env cannot provide, and the mock supplies db + table column exports wholesale. Legitimate escape — keep.",""
"apps/api/src/inngest/functions/filing-stranded-backfill.test.ts",46,"already-gc1-allow","trivial-requireActual","S",false,"../client","Inngest client transport (spreads requireActual + transport capture overrides)","Line carries // gc1-allow: pattern-a conversion. Already uses jest.requireActual('../client') with a targeted transport-capture spread. Verified safe: ../client imports @eduagent/database, but that module is independently mocked in this file, so requireActual('../client') does NOT pull a real Neon connection — it resolves to the mock. Only the send transport (the Inngest framework boundary) is swapped. Trivially convertible / already pattern-a shaped.","Recategorized internal-violation -> already-gc1-allow: the line carries a // gc1-allow comment, so rule 2 governs. The escape is NOT justified (trivially requireActual-convertible), so burndownClass stays trivial-requireActual to flag it as backlog rather than a legit escape."
