file,line,mock_kind,target,area,classification,retained_reason,cleanup_batch,basis,annotation
apps/api/src/inngest/functions/ask-silent-classify.test.ts,17,jest.mock,../../services/subject-classify,API Inngest tests,P1,critical-workflow: sibling service behavior mocked,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/ask-silent-classify.test.ts,30,jest.mock,../helpers,API Inngest tests,P1,critical-workflow: API internal module mock,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/ask-silent-classify.test.ts,45,jest.mock,../client,API Inngest tests,P3,transport-boundary: Inngest dispatch/client capture,Retain,inngest-transport-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/auto-file-session.test.ts,19,jest.mock,../helpers,API Inngest tests,P1,critical-workflow: API internal module mock,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: Inngest step DB boundary
apps/api/src/inngest/functions/auto-file-session.test.ts,29,jest.mock,../../services/session,API Inngest tests,P1,critical-workflow: sibling service behavior mocked,Batch 2 - Inngest workflow harness,api-critical-workflow-target,gc1-allow: service boundary
apps/api/src/inngest/functions/auto-file-session.test.ts,40,jest.mock,../../services/filing,API Inngest tests,P1,critical-workflow: sibling service behavior mocked,Batch 2 - Inngest workflow harness,api-critical-workflow-target,gc1-allow: LLM filing boundary
apps/api/src/inngest/functions/auto-file-session.test.ts,46,jest.mock,../../services/curriculum,API Inngest tests,P1,critical-workflow: sibling service behavior mocked,Batch 2 - Inngest workflow harness,api-critical-workflow-target,gc1-allow: cleanup boundary
apps/api/src/inngest/functions/auto-file-session.test.ts,53,jest.mock,../../services/llm,API Inngest tests,P1,critical-workflow: LLM router/envelope path mocked,Batch 2 - Inngest workflow harness,api-critical-workflow-target,gc1-allow: LLM router boundary
apps/api/src/inngest/functions/auto-file-session.test.ts,57,jest.mock,../../services/logger,API Inngest tests,P3,observability: logging or error-capture sink,Retain,observability-wrapper,gc1-allow: logger observability boundary
apps/api/src/inngest/functions/auto-file-session.test.ts,69,jest.mock,../../services/sentry,API Inngest tests,P3,observability: logging or error-capture sink,Retain,observability-wrapper,gc1-allow: Sentry observability boundary
apps/api/src/inngest/functions/billing-trial-subscription-failed.test.ts,18,jest.mock,../client,API Inngest tests,P3,transport-boundary: Inngest dispatch/client capture,Retain,inngest-transport-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/book-pre-generation.test.ts,41,jest.mock,'@eduagent/database,API Inngest tests,P1,critical-workflow: database mock can hide scoping or write behavior,Batch 2 - Inngest workflow harness,api-critical-workflow-target,gc1-allow: database package boundary — prevents real DB connection in unit tests
apps/api/src/inngest/functions/book-pre-generation.test.ts,56,jest.mock,../../services/book-generation,API Inngest tests,P1,critical-workflow: sibling service behavior mocked,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/book-pre-generation.test.ts,79,jest.mock,../../services/curriculum,API Inngest tests,P1,critical-workflow: sibling service behavior mocked,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/consent-reminders.test.ts,27,jest.mock,../helpers,API Inngest tests,P1,critical-workflow: API internal module mock,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/consent-reminders.test.ts,46,jest.mock,../../services/consent,API Inngest tests,P1,critical-workflow: sibling service behavior mocked,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/consent-reminders.test.ts,65,jest.mock,../../services/notifications,API Inngest tests,P1,critical-workflow: sibling service behavior mocked,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/consent-reminders.test.ts,82,jest.mock,../../services/deletion,API Inngest tests,P1,critical-workflow: sibling service behavior mocked,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/consent-revocation.test.ts,18,jest.mock,'@eduagent/database,API Inngest tests,P1,critical-workflow: database mock can hide scoping or write behavior,Batch 2 - Inngest workflow harness,api-critical-workflow-target,gc1-allow: external-boundary
apps/api/src/inngest/functions/consent-revocation.test.ts,24,jest.mock,../client,API Inngest tests,P3,transport-boundary: Inngest dispatch/client capture,Retain,inngest-transport-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/consent-revocation.test.ts,42,jest.mock,../../services/consent,API Inngest tests,P1,critical-workflow: sibling service behavior mocked,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion — DB-backed; calculateAge kept real
apps/api/src/inngest/functions/consent-revocation.test.ts,67,jest.mock,../../services/deletion,API Inngest tests,P1,critical-workflow: sibling service behavior mocked,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/consent-revocation.test.ts,83,jest.mock,../../services/notifications,API Inngest tests,P1,critical-workflow: sibling service behavior mocked,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/consent-revocation.test.ts,99,jest.mock,../../services/settings,API Inngest tests,P1,critical-workflow: sibling service behavior mocked,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/consent-revocation.test.ts,116,jest.mock,../../services/notices,API Inngest tests,P1,critical-workflow: sibling service behavior mocked,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/daily-reminder-scan.test.ts,14,jest.mock,../helpers,API Inngest tests,P1,critical-workflow: API internal module mock,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/daily-reminder-scan.test.ts,25,jest.mock,../client,API Inngest tests,P3,transport-boundary: Inngest dispatch/client capture,Retain,inngest-transport-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/daily-reminder-send.test.ts,9,jest.mock,../helpers,API Inngest tests,P1,critical-workflow: API internal module mock,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/daily-reminder-send.test.ts,16,jest.mock,../../services/notifications,API Inngest tests,P1,critical-workflow: sibling service behavior mocked,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/daily-reminder-send.test.ts,33,jest.mock,../../services/settings,API Inngest tests,P1,critical-workflow: sibling service behavior mocked,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/daily-reminder-send.test.ts,48,jest.mock,../../services/sentry,API Inngest tests,P3,observability: logging or error-capture sink,Retain,observability-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/daily-reminder-send.test.ts,62,jest.mock,../client,API Inngest tests,P3,transport-boundary: Inngest dispatch/client capture,Retain,inngest-transport-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/daily-snapshot.test.ts,50,jest.mock,'@eduagent/database,API Inngest tests,P1,critical-workflow: database mock can hide scoping or write behavior,Batch 2 - Inngest workflow harness,api-critical-workflow-target,gc1-allow: replaces database module with transactional mock
apps/api/src/inngest/functions/daily-snapshot.test.ts,54,jest.mock,../../services/snapshot-aggregation,API Inngest tests,P1,critical-workflow: sibling service behavior mocked,Batch 2 - Inngest workflow harness,api-critical-workflow-target,gc1-allow: isolates snapshot refresh from real DB aggregation
apps/api/src/inngest/functions/daily-snapshot.test.ts,64,jest.mock,../../services/sentry,API Inngest tests,P3,observability: logging or error-capture sink,Retain,observability-wrapper,gc1-allow: external error tracker boundary
apps/api/src/inngest/functions/daily-snapshot.test.ts,71,jest.mock,../helpers,API Inngest tests,P1,critical-workflow: API internal module mock,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: isolates step-database helper; uses requireActual for non-stubbed exports
apps/api/src/inngest/functions/email-bounced-observe.test.ts,6,jest.mock,../../services/sentry,API Inngest tests,P3,observability: logging or error-capture sink,Retain,observability-wrapper,pattern-a; gc1-allow: observer test asserts captureException escalation on schema drift
apps/api/src/inngest/functions/email-bounced-observe.test.ts,26,jest.mock,../client,API Inngest tests,P3,transport-boundary: Inngest dispatch/client capture,Retain,inngest-transport-wrapper,gc1-allow: observer test requires inngest client mock to expose trigger metadata
apps/api/src/inngest/functions/email-digest-channel.test.ts,29,jest.mock,../../services/sentry,API Inngest tests,P3,observability: logging or error-capture sink,Retain,observability-wrapper,gc1-allow: observability
apps/api/src/inngest/functions/email-digest-channel.test.ts,38,jest.mock,../client,API Inngest tests,P3,transport-boundary: Inngest dispatch/client capture,Retain,inngest-transport-wrapper,pattern-a; gc1-allow: transport-boundary
apps/api/src/inngest/functions/email-digest-channel.test.ts,71,jest.mock,../../services/notifications,API Inngest tests,P1,critical-workflow: sibling service behavior mocked,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/email-digest-channel.test.ts,91,jest.mock,../../services/settings,API Inngest tests,P1,critical-workflow: sibling service behavior mocked,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/email-digest-channel.test.ts,108,jest.mock,../../services/snapshot-aggregation,API Inngest tests,P1,critical-workflow: sibling service behavior mocked,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/email-digest-channel.test.ts,127,jest.mock,../../services/weekly-report,API Inngest tests,P1,critical-workflow: sibling service behavior mocked,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/email-digest-channel.test.ts,145,jest.mock,../../services/practice-activity-summary,API Inngest tests,P1,critical-workflow: sibling service behavior mocked,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/email-digest-channel.test.ts,256,jest.mock,../helpers,API Inngest tests,P1,critical-workflow: API internal module mock,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/email-digest-channel.test.ts,698,jest.mock,../../services/monthly-report,API Inngest tests,P1,critical-workflow: sibling service behavior mocked,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/exchange-empty-reply-fallback.test.ts,9,jest.mock,../client,API Inngest tests,P3,transport-boundary: Inngest dispatch/client capture,Retain,inngest-transport-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/feedback-delivery-failed.test.ts,25,jest.mock,../../services/notifications,API Inngest tests,P1,critical-workflow: sibling service behavior mocked,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/feedback-delivery-failed.test.ts,38,jest.mock,../../services/sentry,API Inngest tests,P3,observability: logging or error-capture sink,Retain,observability-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/feedback-delivery-failed.test.ts,48,jest.mock,../../services/logger,API Inngest tests,P3,observability: logging or error-capture sink,Retain,observability-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/feedback-delivery-failed.test.ts,63,jest.mock,../helpers,API Inngest tests,P1,critical-workflow: API internal module mock,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/feedback-delivery-failed.test.ts,81,jest.mock,../client,API Inngest tests,P3,transport-boundary: Inngest dispatch/client capture,Retain,inngest-transport-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/feedback-delivery-failed.test.ts,557,jest.doMock,../client,API Inngest tests,P3,transport-boundary: Inngest dispatch/client capture,Retain,inngest-transport-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/filing-completed-observe.test.ts,19,jest.mock,../helpers,API Inngest tests,P1,critical-workflow: API internal module mock,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/filing-completed-observe.test.ts,29,jest.mock,../client,API Inngest tests,P3,transport-boundary: Inngest dispatch/client capture,Retain,inngest-transport-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/filing-completed-observe.test.ts,45,jest.mock,../../services/logger,API Inngest tests,P3,observability: logging or error-capture sink,Retain,observability-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/filing-observe.test.ts,6,jest.mock,../../services/sentry,API Inngest tests,P3,observability: logging or error-capture sink,Retain,observability-wrapper,pattern-a; gc1-allow: observer test asserts captureException escalation on schema drift
apps/api/src/inngest/functions/filing-observe.test.ts,29,jest.mock,../client,API Inngest tests,P3,transport-boundary: Inngest dispatch/client capture,Retain,inngest-transport-wrapper,gc1-allow: observer test requires inngest client mock to expose trigger metadata
apps/api/src/inngest/functions/filing-stranded-backfill.test.ts,40,jest.mock,'@eduagent/database,API Inngest tests,P1,critical-workflow: database mock can hide scoping or write behavior,Batch 2 - Inngest workflow harness,api-critical-workflow-target,gc1-allow: inngest unit test — prevents real Neon connection; real DB exercised via .integration.test.ts harness
apps/api/src/inngest/functions/filing-stranded-backfill.test.ts,46,jest.mock,../client,API Inngest tests,P3,transport-boundary: Inngest dispatch/client capture,Retain,inngest-transport-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/filing-stranded-backfill.test.ts,54,jest.mock,../helpers,API Inngest tests,P1,critical-workflow: API internal module mock,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/filing-timed-out-observe.test.ts,18,jest.mock,../helpers,API Inngest tests,P1,critical-workflow: API internal module mock,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/filing-timed-out-observe.test.ts,32,jest.mock,../client,API Inngest tests,P3,transport-boundary: Inngest dispatch/client capture,Retain,inngest-transport-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/filing-timed-out-observe.test.ts,38,jest.mock,../../services/sentry,API Inngest tests,P3,observability: logging or error-capture sink,Retain,observability-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/filing-timed-out-observe.test.ts,53,jest.mock,../../services/notifications,API Inngest tests,P1,critical-workflow: sibling service behavior mocked,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/filing-timed-out-observe.test.ts,69,jest.mock,../../services/settings,API Inngest tests,P1,critical-workflow: sibling service behavior mocked,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/filing-timed-out-observe.test.ts,83,jest.mock,../../services/logger,API Inngest tests,P3,observability: logging or error-capture sink,Retain,observability-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/freeform-filing.test.ts,56,jest.mock,'@eduagent/database,API Inngest tests,P1,critical-workflow: database mock can hide scoping or write behavior,Batch 2 - Inngest workflow harness,api-critical-workflow-target,gc1-allow: inngest unit test — prevents real Neon connection; real DB exercised via .integration.test.ts harness
apps/api/src/inngest/functions/freeform-filing.test.ts,78,jest.mock,../../services/session,API Inngest tests,P1,critical-workflow: sibling service behavior mocked,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/freeform-filing.test.ts,111,jest.mock,../../services/filing,API Inngest tests,P1,critical-workflow: sibling service behavior mocked,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/freeform-filing.test.ts,126,jest.mock,../../services/llm,API Inngest tests,P1,critical-workflow: LLM router/envelope path mocked,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/memory-facts-backfill.test.ts,19,jest.mock,../../services/sentry,API Inngest tests,P3,observability: logging or error-capture sink,Retain,observability-wrapper,pattern-a; gc1-allow: external boundary
apps/api/src/inngest/functions/memory-facts-backfill.test.ts,32,jest.mock,../../services/memory/backfill-mapping,API Inngest tests,P1,critical-workflow: sibling service behavior mocked,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/memory-facts-backfill.test.ts,78,jest.mock,'@eduagent/database,API Inngest tests,P1,critical-workflow: database mock can hide scoping or write behavior,Batch 2 - Inngest workflow harness,api-critical-workflow-target,gc1-allow: prevents real DB import in unit tests
apps/api/src/inngest/functions/memory-facts-backfill.test.ts,80,jest.mock,../helpers,API Inngest tests,P1,critical-workflow: API internal module mock,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: prevents real DB import in unit tests
apps/api/src/inngest/functions/memory-facts-embed-backfill.test.ts,40,jest.mock,../helpers,API Inngest tests,P1,critical-workflow: API internal module mock,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/memory-facts-embed-backfill.test.ts,52,jest.mock,../../services/embeddings,API Inngest tests,P1,critical-workflow: sibling service behavior mocked,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: external boundary — Voyage API
apps/api/src/inngest/functions/monthly-report-cron.test.ts,128,jest.mock,'@eduagent/database,API Inngest tests,P1,critical-workflow: database mock can hide scoping or write behavior,Batch 2 - Inngest workflow harness,api-critical-workflow-target,gc1-allow: external-boundary
apps/api/src/inngest/functions/monthly-report-cron.test.ts,164,jest.mock,../../services/monthly-report,API Inngest tests,P1,critical-workflow: sibling service behavior mocked,Batch 2 - Inngest workflow harness,api-critical-workflow-target,gc1-allow: external-boundary — generateReportHighlights calls LLM
apps/api/src/inngest/functions/monthly-report-cron.test.ts,174,jest.mock,../../services/practice-activity-summary,API Inngest tests,P1,critical-workflow: sibling service behavior mocked,Batch 2 - Inngest workflow harness,api-critical-workflow-target,gc1-allow: unit test boundary
apps/api/src/inngest/functions/monthly-report-cron.test.ts,182,jest.mock,../../services/solo-progress-reports,API Inngest tests,P1,critical-workflow: sibling service behavior mocked,Batch 2 - Inngest workflow harness,api-critical-workflow-target,gc1-allow: unit test boundary
apps/api/src/inngest/functions/monthly-report-cron.test.ts,192,jest.mock,../../services/snapshot-aggregation,API Inngest tests,P1,critical-workflow: sibling service behavior mocked,Batch 2 - Inngest workflow harness,api-critical-workflow-target,gc1-allow: external-boundary — DB-dependent
apps/api/src/inngest/functions/monthly-report-cron.test.ts,211,jest.mock,../../services/notifications,API Inngest tests,P1,critical-workflow: sibling service behavior mocked,Batch 2 - Inngest workflow harness,api-critical-workflow-target,gc1-allow: external-boundary — push/email delivery
apps/api/src/inngest/functions/monthly-report-cron.test.ts,229,jest.mock,../../services/settings,API Inngest tests,P1,critical-workflow: sibling service behavior mocked,Batch 2 - Inngest workflow harness,api-critical-workflow-target,gc1-allow: external-boundary — DB-dependent
apps/api/src/inngest/functions/monthly-report-cron.test.ts,239,jest.mock,../../services/sentry,API Inngest tests,P3,observability: logging or error-capture sink,Retain,observability-wrapper,gc1-allow: external-boundary — observability
apps/api/src/inngest/functions/monthly-report-cron.test.ts,246,jest.mock,../helpers,API Inngest tests,P1,critical-workflow: API internal module mock,Batch 2 - Inngest workflow harness,api-critical-workflow-target,gc1-allow: external-boundary — DB connection factory
apps/api/src/inngest/functions/notification-suppressed-observe.test.ts,15,jest.mock,../../services/sentry,API Inngest tests,P3,observability: logging or error-capture sink,Retain,observability-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/notification-suppressed-observe.test.ts,27,jest.mock,../../services/logger,API Inngest tests,P3,observability: logging or error-capture sink,Retain,observability-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/notification-suppressed-observe.test.ts,42,jest.mock,../client,API Inngest tests,P3,transport-boundary: Inngest dispatch/client capture,Retain,inngest-transport-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/orphan-persist-failed.test.ts,12,jest.mock,../../services/sentry,API Inngest tests,P3,observability: logging or error-capture sink,Retain,observability-wrapper,pattern-a; gc1-allow: observer test asserts captureException escalation on schema drift
apps/api/src/inngest/functions/orphan-persist-failed.test.ts,25,jest.mock,../client,API Inngest tests,P3,transport-boundary: Inngest dispatch/client capture,Retain,inngest-transport-wrapper,pattern-a; gc1-allow: observer test requires inngest client mock to expose trigger metadata
apps/api/src/inngest/functions/payment-failed-observe.test.ts,10,jest.mock,../client,API Inngest tests,P3,transport-boundary: Inngest dispatch/client capture,Retain,inngest-transport-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/post-session-suggestions.test.ts,12,jest.mock,../../services/llm,API Inngest tests,P1,critical-workflow: LLM router/envelope path mocked,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/post-session-suggestions.test.ts,22,jest.mock,../../services/llm/sanitize,API Inngest tests,P1,critical-workflow: LLM router/envelope path mocked,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/post-session-suggestions.test.ts,46,jest.mock,../helpers,API Inngest tests,P1,critical-workflow: API internal module mock,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/post-session-suggestions.test.ts,60,jest.mock,../client,API Inngest tests,P3,transport-boundary: Inngest dispatch/client capture,Retain,inngest-transport-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/progress-summary.test.ts,28,jest.mock,../helpers,API Inngest tests,P1,critical-workflow: API internal module mock,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/progress-summary.test.ts,38,jest.mock,../client,API Inngest tests,P3,transport-boundary: Inngest dispatch/client capture,Retain,inngest-transport-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/progress-summary.test.ts,50,jest.mock,../../services/snapshot-aggregation,API Inngest tests,P1,critical-workflow: sibling service behavior mocked,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/progress-summary.test.ts,64,jest.mock,../../services/progress-summary,API Inngest tests,P1,critical-workflow: sibling service behavior mocked,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/progress-summary.test.ts,84,jest.mock,../../services/sentry,API Inngest tests,P3,observability: logging or error-capture sink,Retain,observability-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/quota-reset.test.ts,57,jest.mock,'@eduagent/database,API Inngest tests,P1,critical-workflow: database mock can hide scoping or write behavior,Batch 2 - Inngest workflow harness,api-critical-workflow-target,gc1-allow: inngest unit test — prevents real Neon connection; real DB exercised via .integration.test.ts harness
apps/api/src/inngest/functions/recall-nudge-send.test.ts,10,jest.mock,../helpers,API Inngest tests,P1,critical-workflow: API internal module mock,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/recall-nudge-send.test.ts,17,jest.mock,../../services/notifications,API Inngest tests,P1,critical-workflow: sibling service behavior mocked,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/recall-nudge-send.test.ts,32,jest.mock,../../services/profile,API Inngest tests,P1,critical-workflow: sibling service behavior mocked,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/recall-nudge-send.test.ts,47,jest.mock,../../services/settings,API Inngest tests,P1,critical-workflow: sibling service behavior mocked,Batch 2 - Inngest workflow harness,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/recall-nudge-send.test.ts,62,jest.mock,../../services/sentry,API Inngest tests,P3,observability: logging or error-capture sink,Retain,observability-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/inngest/functions/recall-nudge-send.test.ts,76,jest.mock,../client,API Inngest tests,P3,transport-boundary: Inngest dispatch/client capture,Retain,inngest-transport-wrapper,pattern-a; gc1-allow: pattern-a conversion
